entity1,entity2,trigger_word,relation_type,sentences
pseudomonasaeruginosa aeruginosa,pneumonia,induce,Cause-Effect,swarming motility in pseudomonas aeruginosa is a multicellular adaptation induced by semisolid medium with amino acids as a nitrogen source . 
brucella,was,induce,Cause-Effect,"however , its effects on mediating brucella infection induced inflammation have not been evaluated . "
brucella,inflammation,induce,Cause-Effect,"however , its effects on mediating brucella infection induced inflammation have not been evaluated . "
haemophilusinfluenzae influenzae,invasivedisease disease,cause,Cause-Effect,"background haemophilus influenzae serotype a hia can cause severe invasive disease , especially in young children . "
respiratorydisease disease,corynebacteriumdiphtheriae diphtheriae,cause,Cause-Effect,"background diphtheria , a life threatening respiratory disease , is caused mainly by toxin producing strains of corynebacterium diphtheriae , while nontoxigenic corynebacteria eg , corynebacterium pseudodiphtheriticum rarely causes diphtheria like illness . "
respiratorydisease disease,corynebacteriumdiphtheriae diphtheriae,produce,Product-Producer,"background diphtheria , a life threatening respiratory disease , is caused mainly by toxin producing strains of corynebacterium diphtheriae , while nontoxigenic corynebacteria eg , corynebacterium pseudodiphtheriticum rarely causes diphtheria like illness . "
respiratorydisease disease,corynebacteriumpseudodiphtheriticum pseudodiphtheriticum,cause,Cause-Effect,"background diphtheria , a life threatening respiratory disease , is caused mainly by toxin producing strains of corynebacterium diphtheriae , while nontoxigenic corynebacteria eg , corynebacterium pseudodiphtheriticum rarely causes diphtheria like illness . "
respiratorydisease disease,corynebacteriumpseudodiphtheriticum pseudodiphtheriticum,produce,Product-Producer,"background diphtheria , a life threatening respiratory disease , is caused mainly by toxin producing strains of corynebacterium diphtheriae , while nontoxigenic corynebacteria eg , corynebacterium pseudodiphtheriticum rarely causes diphtheria like illness . "
pseudomonas,cfdisease disease,correlate,Cause-Effect,"our most accurate models retained key pathogens as negative predictors pseudomonas , achromobacter along with established correlates of cf disease state age , bmi , cf related diabetes . "
achromobacter,cfdisease disease,correlate,Cause-Effect,"our most accurate models retained key pathogens as negative predictors pseudomonas , achromobacter along with established correlates of cf disease state age , bmi , cf related diabetes . "
clostridioidesdifficile difficile,threateningdisease disease,cause,Cause-Effect,"clostridioides difficile is an urgent antimicrobial resistant bacterium , causing mild to moderate and sometimes life threatening disease . "
citrobacterfreundii freundii,diarrhea,cause,Cause-Effect,"citrobacter freundii is a significant cause of human infections , responsible for food poisoning , diarrhea , and urinary tract infections . "
citrobacterfreundii freundii,urinarytract tractinfections infections,cause,Cause-Effect,"citrobacter freundii is a significant cause of human infections , responsible for food poisoning , diarrhea , and urinary tract infections . "
neisseriameningitidis meningitidis,invasivedisease disease,cause,Cause-Effect,background the mechanisms by which neisseria meningitidis cause persistent human carriage and transition from carriage to invasive disease have not been fully elucidated . 
chlamydia,genitalinflammation inflammation,need,Component-Whole,"interpretation stis and incident hiv in pregnancy predicted ptb despite treatment , suggesting need for earlier treatment and interventions to decrease genital inflammation . "
chlamydia,genitalinflammation inflammation,decrease,Cause-Effect,"interpretation stis and incident hiv in pregnancy predicted ptb despite treatment , suggesting need for earlier treatment and interventions to decrease genital inflammation . "
brucella,severeinflammatory inflammatorydiseases diseases,cause,Cause-Effect,"are gram negative intracellular bacteria , causing severe inflammatory diseases in animals and humans . "
chronicinfectious infectiousdisease disease,bacillus,cause,Cause-Effect,"buruli ulcer mycobacterium ulcerans infection is a chronic infectious disease characterized by large skin ulcerations caused by mycolactone , the major virulence factor of the bacillus . "
staphylococcusaureus aureus,pyogenicvertebral vertebralosteomyelitis osteomyelitis,cause,Cause-Effect,objectives staphylococcus aureus is the most common cause of pyogenic vertebral osteomyelitis vo . 
haemophilusinfluenzae influenzae,meningitis,cause,Cause-Effect,background haemophilus influenzae is an uncommon cause of meningitis in adults . 
streptococcuspneumoniae pneumoniae,invasivediseases diseases,cause,Cause-Effect,"streptococcus pneumoniae pneumococcus is a typical colonizer of the human nasopharynx , which can disseminate to the lower respiratory tract and subsequently cause severe invasive diseases such as pneumonia , sepsis , and meningitis . "
streptococcuspneumoniae pneumoniae,"pneumonia, ,sepsis sepsis, ,",cause,Cause-Effect,"streptococcus pneumoniae pneumococcus is a typical colonizer of the human nasopharynx , which can disseminate to the lower respiratory tract and subsequently cause severe invasive diseases such as pneumonia , sepsis , and meningitis . "
streptococcuspneumoniae pneumoniae,meningitis,cause,Cause-Effect,"streptococcus pneumoniae pneumococcus is a typical colonizer of the human nasopharynx , which can disseminate to the lower respiratory tract and subsequently cause severe invasive diseases such as pneumonia , sepsis , and meningitis . "
bacterialblight blight,xanthomonasoryzae oryzae,cause,Cause-Effect,rice blast and bacterial blight are important diseases of rice oryza sativa caused by the fungus magnaporthe oryzae and the bacterium xanthomonas oryzae pv . 
importantdiseases diseasesof ofrice riceoryza oryzasativa sativa,xanthomonasoryzae oryzae,cause,Cause-Effect,rice blast and bacterial blight are important diseases of rice oryza sativa caused by the fungus magnaporthe oryzae and the bacterium xanthomonas oryzae pv . 
tetanus,clostridiumtetani tetani,cause,Cause-Effect,tetanus is a deadly but preventable disease caused by a protein neurotoxin produced by clostridium tetani . 
tetanus,clostridiumtetani tetani,produce,Product-Producer,tetanus is a deadly but preventable disease caused by a protein neurotoxin produced by clostridium tetani . 
escherichiacoli coli,"meningitis, ,and ande e. .",cause,Cause-Effect,"background escherichia coli is the most common gram negative bacterium causing meningitis , and e . "
turicibacter,obese,show,Cause-Effect,turicibacter and clostridium have been shown to be more abundant in lean phenotypes compared to obese . 
clostridium,obese,show,Cause-Effect,turicibacter and clostridium have been shown to be more abundant in lean phenotypes compared to obese . 
glaucoma,lactococcus,reveal,0,results deg analysis of the oral microbiome of patients with glaucoma revealed significant depletion of lactococcus p 3 . 
faecalibacterium,glaucoma,generate,Entity-Origin,"the candidate rules generated from the oral microbiome , including lactococcus , showed 96 accuracy for association with glaucoma . "
faecalibacterium,glaucoma,show,Cause-Effect,"the candidate rules generated from the oral microbiome , including lactococcus , showed 96 accuracy for association with glaucoma . "
lactococcus,glaucoma,show,Cause-Effect,"the candidate rules generated from the oral microbiome , including lactococcus , showed 96 accuracy for association with glaucoma . "
diabetic,capnocytophaga,reveal,0,"moreover , further inclusion of diabetic patients revealed disease specific enrichment of capnocytophaga , even though the same tongue coatings were studied . "
lesions,veillonella,result,Cause-Effect,"results biofilm maturation and caries lesion progression were characterized by an increase in gram negative anaerobes , including veillonella and prevotella . "
lesions,prevotella,result,Cause-Effect,"results biofilm maturation and caries lesion progression were characterized by an increase in gram negative anaerobes , including veillonella and prevotella . "
escherichiacoli coli,immunocompromised,lead,Cause-Effect,"background on june 13 , 2019 , the us food and drug administration issued a warning after transfer of faeces containing an extended spectrum lactamase esbl producing escherichia coli by faecal microbiota transplantation led to bacteraemia in two immunocompromised patients . "
